id;date;device;canal;sentiment;type_photo;type_sinistre;anciennete_client;garantie;csat;gravite;region;source;commentaire;commentaire_clean;topic;topic_label;keywords
2221;2024-11-11;iOS;App;neg;parcours;collision;1-3 ans;pro;2;faible;Grand Est;Web;Très mécontent, le parcours est confus pour une simple déclaration malgré plusieurs essais, du coup rien n'avance, ça devient pénible.;mécontent parcours confus simple déclaration essai coup rien avancer devenir pénible;-1;Commentaires généraux / hors sujet;
2222;2024-03-18;iOS;Web;neg;bug;catastrophe_naturelle;10+ ans;jeune_conducteur;1;faible;Île-de-France;Téléphone;C'est inadmissible, ça boucle sur la même page quand j'ouvre le dossier malgré plusieurs essais, bref je perds un temps fou, ça devient pénible.;inadmissible boucle page ouvrir dossier essai bref perdre temps fou devenir pénible;0;Pages figées / clics inactifs;page, clic, figer, boucle, pièce, dernier, matin, soir, hier, confirmer
2223;2024-11-17;Web;App;pos;photo;bris_de_glace;10+ ans;tiers;5;moyenne;PACA;Email;Très satisfait, les photos restent en attente à la fin du formulaire au début, puis tout s'est débloqué rapidement.;satisfait photo attente fin formulaire début débloquer rapidement;114;Thème 114 (à analyser);début, rapidement, débloquer, image, joindre, expérience, réponse, satisfait, attente, formulaire
2224;2024-04-10;Android;Web;neg;authentification;collision;3-10 ans;tous_risques;1;moyenne;Pays de la Loire;Web;Très mécontent, ça bloque sur l'authentification alors que mes identifiants sont bons et je perds tout, franchement rien n'avance, ça devient pénible.;mécontent bloquer authentification identifiant bon perdre franchement rien avance devenir pénible;29;Thème 29 (à analyser);authentification, identifiant, tentative, réinitialisation, bloquer, bon, manque, simplicité, reprendre, fou
2225;2024-08-01;Android;Web;neg;authentification;vol;10+ ans;tiers;1;moyenne;Île-de-France;Web;Très mécontent, le code SMS n'arrive pas alors que mes identifiants sont bons, franchement rien n'avance, ça devient pénible.;mécontent code arriver identifiant bon franchement rien avance devenir pénible;37;Thème 37 (à analyser);code, valide, face, reconnaissance, arriver, mot, passe, refuser, tentative, échouer
2226;2024-08-01;Android;App;neg;photo;bris_de_glace;10+ ans;tous_risques;2;faible;Île-de-France;Email;C'est inadmissible, je ne peux pas joindre les images à la fin du formulaire, mais je perds un temps fou, j'ai fini par appeler.;inadmissible joindre image fin formulaire perdre temps fou finir appeler;-1;Commentaires généraux / hors sujet;
2227;2024-07-02;Android;Web;neg;lenteur;collision;1-3 ans;pro;1;moyenne;Auvergne-Rhône-Alpes;Web;C'est inadmissible, le chargement est interminable au moment d'envoyer et je perds tout, franchement ça bloque encore, c'est pas sérieux.;inadmissible chargement interminable moment envoyer perdre franchement bloquer sérieux;3;Chargement interminable des pièces;chargement, interminable, pièce, envoyer, joindre, moment, tard, réessayer, étape, perdre
2228;2024-07-26;iOS;App;neu;photo;collision;3-10 ans;jeune_conducteur;3;moyenne;PACA;Téléphone;Pas terrible mais bon, la caméra ne s ouvre pas à la fin du formulaire, du coup j'ai réussi au final, ça manque de simplicité.;terrible bon caméra ouvrir fin formulaire coup réussir final manque simplicité;66;Thème 66 (à analyser);caméra, ouvrir, manque, simplicité, limite, terrible, passer, gramme, formulaire, réussir
2229;2024-10-23;Android;App;neu;lenteur;bris_de_glace;3-10 ans;tous_risques;3;faible;Île-de-France;Web;C'est mitigé, l'app met des minutes à répondre quand je joins une pièce, franchement ça passe mais c'est limite, ça manque de simplicité.;mitiger app mettre minute répondre joindre pièce franchement passer limite manque simplicité;-1;Commentaires généraux / hors sujet;
2230;2024-01-08;Android;Web;neu;parcours;catastrophe_naturelle;1-3 ans;jeune_conducteur;3;faible;Grand Est;Web;Globalement ça va, le parcours est confus entre les onglets, et ça passe mais c'est limite, le support via web a aidé.;globalement parcours confus onglet passer limite support web aider;6;Problèmes Web + besoin d’assistance;web, aider, support, globalement, réussir, limite, final, passer, mitiger, technique
2231;2024-03-19;Android;Email;neu;lenteur;bris_de_glace;1-3 ans;tous_risques;3;moyenne;Occitanie;Web;Pas terrible mais bon, le dossier met trop longtemps à s'afficher depuis ce matin, du coup j'ai réussi au final, ça manque de simplicité.;terrible bon dossier mettre trop afficher matin coup réussir final manque simplicité;56;Thème 56 (à analyser);matin, afficher, dossier, mettre, trop, interminable, chargement, mouliner, manque, simplicité
2232;2024-05-20;Android;App;neg;photo;bris_de_glace;3-10 ans;tiers;1;faible;Bourgogne-Franche-Comté;Web;Franchement, l'envoi des clichés échoue pendant la déclaration et je perds tout, mais rien n'avance, je vais réessayer plus tard.;franchement envoi cliché échouer déclaration perdre rien avancer réessayer tard;61;Thème 61 (à analyser);envoi, cliché, échouer, déclaration, tard, réessayer, mécontent, avance, rien, vite
2233;2024-10-25;Android;App;neg;authentification;bris_de_glace;1-3 ans;tiers;2;faible;Auvergne-Rhône-Alpes;App;Je suis déçu, je n'arrive pas à me connecter quand je valide le code, honnêtement rien n'avance, j'ai fini par appeler.;décevoir arriver connecter valide code honnêtement rien avance finir appeler;37;Thème 37 (à analyser);code, valide, face, reconnaissance, arriver, mot, passe, refuser, tentative, échouer
2234;2024-05-10;Android;Web;neg;photo;incendie;3-10 ans;tiers;2;moyenne;Île-de-France;Web;Je suis déçu, l'envoi des clichés échoue sur l'étape des justificatifs, franchement rien n'avance, bonne journée.;décevoir envoi cliché échouer étape justificatif franchement rien avance bon journée;154;Thème 154 (à analyser);cliché, envoi, journée, échouer, avance, bon, passe, mot, refuser, rien
2235;2024-06-01;iOS;Téléphone;neu;photo;collision;0-1 an;tiers;3;forte;Île-de-France;Web;Pas terrible mais bon, les photos restent en attente au moment de valider, bref j'ai dû m'y reprendre, j'attends une amélioration.;terrible bon photo attente moment valider bref devoir reprendre attendre amélioration;92;Thème 92 (à analyser);terrible, amélioration, attendre, attente, image, bon, photo, reprendre, joindre, devoir
2236;2024-10-07;iOS;Web;pos;lenteur;collision;1-3 ans;tiers;5;moyenne;Île-de-France;Web;Merci, ça mouline sans fin sur la validation finale mais la résolution a été rapide, alors le suivi était clair, service efficace.;mouliner fin validation final résolution être rapide suivi clair service efficace;-1;Commentaires généraux / hors sujet;
2237;2024-06-24;iOS;App;neu;authentification;bris_de_glace;1-3 ans;tous_risques;3;faible;Hauts-de-France;App;Globalement ça va, la reconnaissance Face ID échoue sur l'espace client, honnêtement j'ai réussi au final, le support via app a aidé.;globalement reconnaissance face échouer espace client honnêtement réussir final support app aider;1;Besoin d’aide / support insuffisant;app, aider, support, réussir, mitiger, limite, globalement, passer, reprendre, final
2238;2024-03-03;Web;Web;neg;photo;catastrophe_naturelle;1-3 ans;tous_risques;1;faible;Nouvelle-Aquitaine;Web;Franchement, les photos restent en attente pendant la déclaration et je perds tout, bref je perds un temps fou, je vais réessayer plus tard.;franchement photo attente déclaration perdre bref perdre temps fou réessayer tard;105;Thème 105 (à analyser);déclaration, attente, photo, bloqu, ajout, fou, temps, perdre, appeler, finir
2239;2024-09-04;Android;Web;neg;bug;collision;3-10 ans;tiers;1;moyenne;Île-de-France;App;Franchement, l'application plante sur la dernière étape malgré plusieurs essais, honnêtement je perds un temps fou, ça devient pénible.;franchement application plant dernier étape essai honnêtement perdre temps fou devenir pénible;7;Application qui plante;application, plant, plante, appli, dernier, confirmer, mise, jour, dossier, passer
2240;2024-01-17;Android;App;neg;bug;catastrophe_naturelle;1-3 ans;tiers;2;faible;Nouvelle-Aquitaine;App;Je suis déçu, l'application plante au moment de confirmer, alors rien n'avance, merci de corriger vite.;décevoir application plant moment confirmer rien avance corriger vite;7;Application qui plante;application, plant, plante, appli, dernier, confirmer, mise, jour, dossier, passer
2241;2024-06-03;Web;App;neg;lenteur;collision;3-10 ans;tous_risques;2;faible;Normandie;App;Je suis déçu, le site rame énormément sur la validation finale et je perds tout, honnêtement rien n'avance, bonne journée.;décevoir site rame énormément validation final perdre honnêtement rien avance bon journée;83;Thème 83 (à analyser);validation, énormément, rame, site, final, agence, super, mieux, limite, le
2242;2024-11-14;Web;App;neg;complexité;catastrophe_naturelle;3-10 ans;tous_risques;2;moyenne;Auvergne-Rhône-Alpes;App;Ras-le-bol, la procédure est trop longue pour un sinistre simple malgré plusieurs essais, honnêtement ça bloque encore, bonne journée.;ras-le-bol procédure trop long sinistre simple essai honnêtement bloquer bon journée;-1;Commentaires généraux / hors sujet;
2243;2024-04-07;Android;App;neg;photo;collision;0-1 an;jeune_conducteur;2;faible;Grand Est;Téléphone;Je suis déçu, le scan des documents tourne en rond sur l'étape des justificatifs, donc rien n'avance, j'espère que ça ira mieux.;décevoir scan document tourne rond étape justificatif rien avance espérer aller mieux;31;Thème 31 (à analyser);document, scan, rond, tourne, avance, rien, valider, moment, réessayer, avancer
2244;2024-01-05;iOS;App;pos;lenteur;bris_de_glace;1-3 ans;tous_risques;4;faible;Hauts-de-France;Téléphone;Nickel, le site rame énormément depuis hier soir au début, puis tout s'est débloqué rapidement, mais j'ai eu une réponse rapide, continuez comme ça.;nickel site rame énormément hier soir début débloquer rapidement réponse rapide continuer;2;Blocage après un bon début;nickel, début, débloquer, rapidement, rapide, résolution, être, efficace, suivi, service
2245;2024-06-06;Web;App;neg;lenteur;collision;10+ ans;jeune_conducteur;2;moyenne;Pays de la Loire;App;Franchement, les pages se figent à chaque clic à chaque étape, honnêtement ça bloque encore, merci de corriger vite.;franchement page figer clic étape honnêtement bloquer corriger vite;0;Pages figées / clics inactifs;page, clic, figer, boucle, pièce, dernier, matin, soir, hier, confirmer
2246;2024-07-07;Web;App;neg;lenteur;collision;1-3 ans;tiers;2;faible;Occitanie;Téléphone;Très mécontent, l'app met des minutes à répondre quand je joins une pièce, franchement je perds un temps fou, ça devient pénible.;mécontent app mettre minute répondre joindre pièce franchement perdre temps fou devenir pénible;55;Thème 55 (à analyser);répondre, minute, mettre, app, pièce, joindre, envoyer, espérer, aller, ras
2247;2024-06-26;Web;App;neg;parcours;collision;0-1 an;jeune_conducteur;2;faible;Grand Est;App;C'est inadmissible, je ne comprends pas les étapes entre devis et sinistre et je perds tout, honnêtement ça bloque encore, je vais réessayer plus tard.;inadmissible comprendre étape devis sinistre perdre honnêtement bloquer réessayer tard;85;Thème 85 (à analyser);devis, sinistre, confus, parcours, comprendre, avance, rien, étape, tard, inadmissible
2248;2024-11-07;Web;App;neg;photo;collision;3-10 ans;tous_risques;2;faible;Hauts-de-France;App;Ras-le-bol, la caméra ne s'ouvre pas après trois essais et je perds tout, donc je perds un temps fou, j'ai fini par appeler.;ras-le-bol caméra ouvrir essai perdre perdre temps fou finir appeler;5;Caméra qui ne s’ouvre pas;caméra, ouvrir, fou, temps, perdre, formulaire, valider, moment, fin, méconter
2249;2024-08-01;Android;App;neg;parcours;collision;1-3 ans;pro;1;moyenne;Bretagne;Email;Ras-le-bol, je ne comprends pas les étapes sur la partie indemnisation malgré plusieurs essais, franchement je perds un temps fou, ça devient pénible.;ras-le-bol comprendre étape partie indemnisation essai franchement perdre temps fou devenir pénible;69;Thème 69 (à analyser);indemnisation, partie, trouver, arriver, sinistre, comprendre, temps, décevoir, fou, essai
2250;2024-11-20;Android;Web;neg;parcours;collision;3-10 ans;tous_risques;1;faible;Occitanie;App;C'est inadmissible, on tourne en rond dans les écrans sur le récapitulatif, bref rien n'avance, merci de corriger vite.;inadmissible tourne rond écran récapitulatif bref rien avance corriger vite;194;Thème 194 (à analyser);récapitulatif, écran, tourne, rond, avance, rien, vite, corriger, pénible, devenir
2251;2024-05-14;Android;App;pos;parcours;collision;1-3 ans;tous_risques;5;faible;PACA;App;Très satisfait, on tourne en rond dans les écrans sur la partie indemnisation mais la résolution a été rapide.;satisfait tourne rond écran partie indemnisation résolution être rapide;73;Thème 73 (à analyser);être, résolution, rapide, onglet, réponse, continuer, clair, expérience, service, efficace
2252;2024-11-28;Android;Téléphone;neu;bug;collision;1-3 ans;tous_risques;3;faible;Île-de-France;App;C'est mitigé, l'application plante quand j'ouvre le dossier, mais ça passe mais c'est limite, j'attends une amélioration.;mitiger application plant ouvrir dossier passer limite attendre amélioration;7;Application qui plante;application, plant, plante, appli, dernier, confirmer, mise, jour, dossier, passer
2253;2024-07-11;Android;Web;pos;authentification;collision;1-3 ans;tous_risques;4;moyenne;Occitanie;App;Merci, je n'arrive pas à me connecter depuis plusieurs tentatives et j'ai pu finaliser sans stress, et le suivi était clair, bravo à l'équipe.;arriver connecter tentative finaliser stress suivi clair bravo équipe;87;Thème 87 (à analyser);équipe, bravo, stress, finaliser, suivi, expérience, expliquer, satisfait, bien, mouliner
2254;2024-11-14;Android;App;neg;photo;bris_de_glace;0-1 an;jeune_conducteur;2;forte;Île-de-France;Téléphone;C'est inadmissible, l'envoi des clichés échoue après trois essais et je perds tout, alors je perds un temps fou, j'espère que ça ira mieux.;inadmissible envoi cliché échouer essai perdre perdre temps fou espérer aller mieux;-1;Commentaires généraux / hors sujet;
