id,date_commentaire,device,canal,sentiment,type_irritant,type_sinistre,anciennete_client,type_contrat,csat,gravite_sinistre,region_client,canal_resolution,commentaire,commentaire_clean,topic,topic_label,topic_label_clean,topic_label_exec
2203,2024-08-07,Android,Téléphone,neg,photo,collision,10+ ans,tiers,2,moyenne,Grand Est,App,"Ras-le-bol, je ne peux pas joindre les images sur l'étape des justificatifs, du coup je perds un temps fou, j'espère que ça ira mieux.",ras-le-bol joindre image étape justificatif coup perdre temps fou espérer aller mieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2204,2024-07-01,iOS,App,neg,photo,bris_de_glace,1-3 ans,tous_risques,2,faible,Pays de la Loire,Téléphone,"Franchement, l'ajout des photos bloque même en 4G malgré plusieurs essais, alors je perds un temps fou, c'est pas sérieux.",franchement ajout photo bloquer essai perdre temps fou sérieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2205,2024-12-14,Android,App,neg,bug,collision,10+ ans,tous_risques,1,faible,Auvergne-Rhône-Alpes,App,"Je suis déçu, un message d'erreur apparaît quand j'ouvre le dossier, et ça bloque encore, j'espère que ça ira mieux.",décevoir message erreur apparaître ouvrir dossier bloquer espérer aller mieux,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2206,2024-12-12,Android,Web,pos,bug,collision,1-3 ans,jeune_conducteur,5,faible,Nouvelle-Aquitaine,App,"Nickel, j'ai un écran blanc au moment de confirmer au début, puis tout s'est débloqué rapidement, alors j'ai eu une réponse rapide, continuez comme ça.",nickel écran blanc moment confirmer début débloquer rapidement réponse rapide continuer,10,nickel / rapide / stress,nickel / rapide / stress,nickel / rapide / stress
2207,2024-03-06,iOS,Web,neg,lenteur,vol,3-10 ans,pro,1,moyenne,Normandie,App,"Ras-le-bol, l'app met des minutes à répondre sur la validation finale malgré plusieurs essais, donc je perds un temps fou, c'est pas sérieux.",ras-le-bol app mettre minute répondre validation final essai perdre temps fou sérieux,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
2208,2024-06-05,iOS,Email,neu,complexité,collision,1-3 ans,tous_risques,3,faible,Nouvelle-Aquitaine,App,Pas terrible mais bon les justificatifs demandés sont trop nombreux pour un petit impact et ça passe mais c'est limite le support via app a.,terrible bon justificatif demander trop petit impact passer limite support app a.,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
2209,2024-07-22,Android,Téléphone,neu,parcours,catastrophe_naturelle,3-10 ans,pro,3,faible,Hauts-de-France,Téléphone,"Ça pourrait être mieux, les infos demandées se répètent sur le récapitulatif, donc j'ai réussi au final, j'attends une amélioration.",mieux info demander répèter récapitulatif réussir final attendre amélioration,-1,Outliers,Outliers,Outliers
2210,2024-03-16,Web,App,neg,authentification,vol,3-10 ans,tiers,2,faible,Île-de-France,Web,"Franchement, ça bloque sur l'authentification quand je valide le code et je perds tout, honnêtement je perds un temps fou, je vais réessayer plus tard.",franchement bloquer authentification valide code perdre honnêtement perdre temps fou réessayer tard,11,id / face / reconnaissance,id / face / reconnaissance,id / face / reconnaissance
2211,2024-02-01,Android,Téléphone,neu,bug,bris_de_glace,0-1 an,tous_risques,3,faible,Nouvelle-Aquitaine,Téléphone,"Ça pourrait être mieux, ça boucle sur la même page sur mon téléphone, et ça passe mais c'est limite, le support via téléphone a aidé.",mieux boucle page téléphone passer limite support téléphone aider,4,téléphone / sms / code,Authentification SMS,Authentification par SMS
2212,2024-03-30,iOS,App,neu,photo,collision,3-10 ans,tiers,3,moyenne,Hauts-de-France,App,"Globalement ça va, je ne peux pas joindre les images à la fin du formulaire, franchement j'ai réussi au final, ça manque de simplicité.",globalement joindre image fin formulaire franchement réussir final manque simplicité,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2213,2024-02-13,Android,App,neg,photo,collision,3-10 ans,tiers,1,moyenne,Bretagne,App,"Ras-le-bol, je ne peux pas joindre les images même en 4G, mais je perds un temps fou, bonne journée.",ras-le-bol joindre image perdre temps fou bon journée,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2214,2024-11-25,iOS,App,pos,photo,bris_de_glace,3-10 ans,tiers,5,moyenne,Grand Est,App,"Nickel, l'envoi des clichés échoue au moment de valider mais la résolution a été rapide, franchement le suivi était clair, service efficace.",nickel envoi cliché échouer moment valider résolution être rapide franchement suivi clair service efficace,10,nickel / rapide / stress,nickel / rapide / stress,nickel / rapide / stress
2215,2024-09-22,iOS,App,neu,photo,bris_de_glace,3-10 ans,tiers,3,faible,Île-de-France,Web,"Pas terrible mais bon, la caméra ne s'ouvre pas après trois essais, du coup j'ai réussi au final, le support via web a aidé.",terrible bon caméra ouvrir essai coup réussir final support web aider,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2216,2024-03-06,Web,App,pos,bug,catastrophe_naturelle,1-3 ans,tiers,4,moyenne,Bourgogne-Franche-Comté,Web,"Nickel, le bouton valider ne fait rien quand j'ouvre le dossier au début, puis tout s'est débloqué rapidement.",nickel bouton valider rien ouvrir dossier début débloquer rapidement,10,nickel / rapide / stress,nickel / rapide / stress,nickel / rapide / stress
2217,2024-12-07,iOS,Web,neg,photo,incendie,10+ ans,tiers,1,moyenne,Auvergne-Rhône-Alpes,Email,"Je suis déçu, l'ajout des photos bloque pendant la déclaration, bref je perds un temps fou, j'ai fini par appeler.",décevoir ajout photo bloqu déclaration bref perdre temps fou finir appeler,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2218,2024-03-30,Web,App,neg,photo,collision,1-3 ans,tiers,1,faible,Hauts-de-France,Web,"Je suis déçu, les photos restent en attente au moment de valider, honnêtement rien n'avance, merci quand même.",décevoir photo attente moment valider honnêtement rien avance,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2219,2024-03-05,Android,App,neg,authentification,vol,1-3 ans,tiers,2,moyenne,Bretagne,Téléphone,Ras-le-bol le mot de passe est refusé après changement de téléphone et je perds tout du coup je perds un temps fou j'ai fini par.,ras-le-bol mot passe refuser changement téléphone perdre coup perdre temps fou finir,4,téléphone / sms / code,Authentification SMS,Authentification par SMS
2220,2024-12-08,Android,App,neg,authentification,collision,1-3 ans,pro,1,moyenne,Bretagne,Téléphone,"Ras-le-bol, le lien de connexion expire même après réinitialisation et je perds tout, et rien n'avance, je vais réessayer plus tard.",ras-le-bol lien connexion expir réinitialisation perdre rien avance réessayer tard,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2221,2024-11-11,iOS,App,neg,parcours,collision,1-3 ans,pro,2,faible,Grand Est,Web,"Très mécontent, le parcours est confus pour une simple déclaration malgré plusieurs essais, du coup rien n'avance, ça devient pénible.",mécontent parcours confus simple déclaration essai coup rien avancer devenir pénible,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2222,2024-03-18,iOS,Web,neg,bug,catastrophe_naturelle,10+ ans,jeune_conducteur,1,faible,Île-de-France,Téléphone,"C'est inadmissible, ça boucle sur la même page quand j'ouvre le dossier malgré plusieurs essais, bref je perds un temps fou, ça devient pénible.",inadmissible boucle page ouvrir dossier essai bref perdre temps fou devenir pénible,7,page / figer / clic,Application figée,page / figer / clic
2223,2024-11-17,Web,App,pos,photo,bris_de_glace,10+ ans,tiers,5,moyenne,PACA,Email,"Très satisfait, les photos restent en attente à la fin du formulaire au début, puis tout s'est débloqué rapidement.",satisfait photo attente fin formulaire début débloquer rapidement,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2224,2024-04-10,Android,Web,neg,authentification,collision,3-10 ans,tous_risques,1,moyenne,Pays de la Loire,Web,"Très mécontent, ça bloque sur l'authentification alors que mes identifiants sont bons et je perds tout, franchement rien n'avance, ça devient pénible.",mécontent bloquer authentification identifiant bon perdre franchement rien avance devenir pénible,11,id / face / reconnaissance,id / face / reconnaissance,id / face / reconnaissance
2225,2024-08-01,Android,Web,neg,authentification,vol,10+ ans,tiers,1,moyenne,Île-de-France,Web,"Très mécontent, le code SMS n'arrive pas alors que mes identifiants sont bons, franchement rien n'avance, ça devient pénible.",mécontent code sms arriver identifiant bon franchement rien avance devenir pénible,4,téléphone / sms / code,Authentification SMS,Authentification par SMS
2226,2024-08-01,Android,App,neg,photo,bris_de_glace,10+ ans,tous_risques,2,faible,Île-de-France,Email,"C'est inadmissible, je ne peux pas joindre les images à la fin du formulaire, mais je perds un temps fou, j'ai fini par appeler.",inadmissible joindre image fin formulaire perdre temps fou finir appeler,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2227,2024-07-02,Android,Web,neg,lenteur,collision,1-3 ans,pro,1,moyenne,Auvergne-Rhône-Alpes,Web,"C'est inadmissible, le chargement est interminable au moment d'envoyer et je perds tout, franchement ça bloque encore, c'est pas sérieux.",inadmissible chargement interminable moment envoyer perdre franchement bloquer sérieux,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2228,2024-07-26,iOS,App,neu,photo,collision,3-10 ans,jeune_conducteur,3,moyenne,PACA,Téléphone,"Pas terrible mais bon, la caméra ne s ouvre pas à la fin du formulaire, du coup j'ai réussi au final, ça manque de simplicité.",terrible bon caméra ouvrir fin formulaire coup réussir final manque simplicité,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2229,2024-10-23,Android,App,neu,lenteur,bris_de_glace,3-10 ans,tous_risques,3,faible,Île-de-France,Web,"C'est mitigé, l'app met des minutes à répondre quand je joins une pièce, franchement ça passe mais c'est limite, ça manque de simplicité.",mitiger app mettre minute répondre joindre pièce franchement passer limite manque simplicité,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
2230,2024-01-08,Android,Web,neu,parcours,catastrophe_naturelle,1-3 ans,jeune_conducteur,3,faible,Grand Est,Web,"Globalement ça va, le parcours est confus entre les onglets, et ça passe mais c'est limite, le support via web a aidé.",globalement parcours confus onglet passer limite support web aider,9,site / rame / énormément,site / rame / énormément,site / rame / énormément
2231,2024-03-19,Android,Email,neu,lenteur,bris_de_glace,1-3 ans,tous_risques,3,moyenne,Occitanie,Web,"Pas terrible mais bon, le dossier met trop longtemps à s'afficher depuis ce matin, du coup j'ai réussi au final, ça manque de simplicité.",terrible bon dossier mettre trop afficher matin coup réussir final manque simplicité,-1,Outliers,Outliers,Outliers
2232,2024-05-20,Android,App,neg,photo,bris_de_glace,3-10 ans,tiers,1,faible,Bourgogne-Franche-Comté,Web,"Franchement, l'envoi des clichés échoue pendant la déclaration et je perds tout, mais rien n'avance, je vais réessayer plus tard.",franchement envoi cliché échouer déclaration perdre rien avancer réessayer tard,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2233,2024-10-25,Android,App,neg,authentification,bris_de_glace,1-3 ans,tiers,2,faible,Auvergne-Rhône-Alpes,App,"Je suis déçu, je n'arrive pas à me connecter quand je valide le code, honnêtement rien n'avance, j'ai fini par appeler.",décevoir arriver connecter valide code honnêtement rien avance finir appeler,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2234,2024-05-10,Android,Web,neg,photo,incendie,3-10 ans,tiers,2,moyenne,Île-de-France,Web,"Je suis déçu, l'envoi des clichés échoue sur l'étape des justificatifs, franchement rien n'avance, bonne journée.",décevoir envoi cliché échouer étape justificatif franchement rien avance bon journée,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2235,2024-06-01,iOS,Téléphone,neu,photo,collision,0-1 an,tiers,3,forte,Île-de-France,Web,"Pas terrible mais bon, les photos restent en attente au moment de valider, bref j'ai dû m'y reprendre, j'attends une amélioration.",terrible bon photo attente moment valider bref devoir reprendre attendre amélioration,-1,Outliers,Outliers,Outliers
2236,2024-10-07,iOS,Web,pos,lenteur,collision,1-3 ans,tiers,5,moyenne,Île-de-France,Web,"Merci, ça mouline sans fin sur la validation finale mais la résolution a été rapide, alors le suivi était clair, service efficace.",mouliner fin validation final résolution être rapide suivi clair service efficace,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2237,2024-06-24,iOS,App,neu,authentification,bris_de_glace,1-3 ans,tous_risques,3,faible,Hauts-de-France,App,"Globalement ça va, la reconnaissance Face ID échoue sur l'espace client, honnêtement j'ai réussi au final, le support via app a aidé.",globalement reconnaissance face id échouer espace client honnêtement réussir final support app aider,11,id / face / reconnaissance,id / face / reconnaissance,id / face / reconnaissance
2238,2024-03-03,Web,Web,neg,photo,catastrophe_naturelle,1-3 ans,tous_risques,1,faible,Nouvelle-Aquitaine,Web,"Franchement, les photos restent en attente pendant la déclaration et je perds tout, bref je perds un temps fou, je vais réessayer plus tard.",franchement photo attente déclaration perdre bref perdre temps fou réessayer tard,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2239,2024-09-04,Android,Web,neg,bug,collision,3-10 ans,tiers,1,moyenne,Île-de-France,App,"Franchement, l'application plante sur la dernière étape malgré plusieurs essais, honnêtement je perds un temps fou, ça devient pénible.",franchement application plant dernier étape essai honnêtement perdre temps fou devenir pénible,13,application / plant / confirmer,application / plant / confirmer,application / plant / confirmer
